Year,Song Title,Artist,Lyrics,Number of featured artists,Featured artists
2020,Grand dla tess (Ft. Hatik),Médine,"

La mort ou tchitchi ?

J'regarde les tits-pe jouer par la fenêtre (la fenêtre)
J'repense à ma jeunesse ou c'qu'il en reste (en reste)
J'me revois sur le rrain-te pour du bénéf' (pour du bénéf')
J'm'adresse aux nes-jeu comme un grand d'la tess (d'la tess)
Garde la monnaie, monnaie, monnaie, monnaie, monnaie, monnaie
Y a pas d'galère, galère, galère, galèrе, galère

Mariage et biff, y a qu'ça dans ma têtе (dans ma tête)
Ma mère me répète : ""Va la chercher au bled"" (chercher au bled)
J'crèche dans un deux pièces du bâtiment F ('timent F)
C'est comme la première classe de chez EasyJet (EasyJet)
J'avance dans l'binks, direction la gare
La nuit, j'm'éclaire avec les lights des pharmacies de garde
Tout mon curriculum vi' tient sur un post-it
Il paraît qu'le shit, aujourd'hui, se géolocalise
C'est moi qu'envoie les nes-jeu acheter le dokhan
Faites belek si y a les hendeks, criez ""akha""
À 40 ans, j'aime encore faire lever les bécanes
Les p'tits 2000 m'appellent le philosophe des chichas (des chichas, des chichas)
",1,['Hatik']
2014,Grand Médine,Médine,"

Je vais tuer c'métier

Mes 10 ans de combat valent mieux que leurs 20 ans de carrière
J'm'étais dit que le rap n'accoucherait pas de chanteur de variét'
Main qui donne est main qui dirige, coupe la de toutes les manières
Médine veut qu'on l'enterre à grand Médine au cœur de DKR
Y'a plus personne qui s'cultive, on cultive que nos personnes
Y'a plus de rappeurs utiles comme J. Cole dans les rues de Ferguson
J'me suis fait tout seul, j'n'ai posé sur aucun de leurs albums
Par les grands du tiek's propulsés dans les bacs, aujourd'hui je les back-up
A la mode je l'ai été, jamais je n'ai jet-seté
J'ai les mêmes potes depuis le CP : Salsa, Proof de ""
Ness & Cité
""
J'suis né pour défier ceux qui passent leur temps à se déifier
On n'a pas su les séduire alors je vais les terrifier
Vérifiez toutes vos sources, révisez tous vos foutus cours
C'est le retour de la panthère, une espèce rare par les temps qui courent
Click boum, on a les yeux rouges, l'encre chaude et le sang qui bout
T'es d'humeur palestinienne, mais t'as l'humour de Netanyahu
J'leur tourne le dos comme un pro-Morsi
Et Si si le meilleur MC est un arabe au mono-sourcil
Ils sont tous dans la tartufferie
, 
le rap un grand concours d'air mic'
Soit t'exploses soit tu disparais, comme un vol Malaysia Airlines
Eh ! Je vais tuer ce métier, comme un bouquin de Mathias Cardet
La provoc' c'est ma chasse gardée
, 
leurs couplets, j'vais les caviarder
Après moi y'a plus de classiques, sauf les manufacturés Reeboks
J'fais pas de rap pour qu'on l'écoute, j'fais du rap pour qu'on le réécoute
Je braque tous les marketeux qui causent comme des caisses enregistreuses
Portent le rap comme une marque de sapes quand j'le porte comme une mère porteuse
Je suis leur fou d'Allah, ma vie d'Arabe de la viande Halal
J'ai l'impression d'faire la chahada aux passagers de l'avion d'Aaliyah
Ha ! Que la vérité éclate
Ils préfèrent jouer les Iglesias que de passer pour les ecclésiastes
Ha ! De toutes les fêtes, de tous les grands meetings
J'veux pas mourir au grand MGM mais à grand Médine
",0,
2017,"Grand Paris (Ft. Alivor, Lartiste, Lino, Ninho, Seth Gueko, Sofiane & Youssoupha)",Médine,"

C'est nous l'Grand Paris (C'est nous l'Grand Paris, c'est nous l'Grand Paris)
C'est nous l'Grand Paris (C'est nous l'Grand Paris, c'est nous l'Grand Paris)

La banlieue, c'est des pâquerettes sur un tas d'fumier (Bleh)
Les voix du ghetto sont auto-tunées (Wouh)
Le pied au plancher dans tous les tunnels
Micro neuf millimètres, on va t'parfumer (Rah)
Mon freestyle, c'est le gang des Bloods
On t'fait chier toute la night comme les gars d'Nuit Debout
Ressens le vent qui tourne arriver dans ton hood
On fait des selfies avec vos radars d'autoroute (Waow)
Donne un gun à un homme et il braquera une banque
Donne une banque à un homme et il braquera le monde
J'fais crier la gomme sur les murs d'Matignon 
en attendant de hacker leurs comptes (Wouh)
Dès que le cœur d'un grand homme s'arrête, Paris donne son nom à une artère
Moi, j'suis pour qu'le Boulevard de la Villette soit rebaptisé ""Bouna et Zyed"" (Bordel, yeah, yeah, yeah, yeah, yeah, yeah, yeah, ah)
J'suis du Grand Paris sans être trop Parisien
C'est l'grand remplacement des académiciens (Yeah, yeah, yeah, yeah, yeah, check)
J'fais du son pour les cochons végétariens (Ah, ah, ah)
On fête les émeutes comme tu fêtes la Toussaint

J'ai fait le tour d'la France comme un Bohémien (De Lille à Marseille en passant par Le Havre)
Si tu respectes l'Histoire, ce drapeau est mien
 (Respecte-moi, j'ai la couleur des braves)
Papy t'a défendu, est-c'que tu t'en souviens ? (Quatre ans dans un Stalag)
Mon frère t'a agressé, y a qu'ça tu retiens (Tu retiens)
Accepte ta jeunesse, elle a du caractère (Ouais)
Tu vois pas qu'ils veulent voir Paris par terre (Wouh)
Pas tant qu'on traînera dans ses artères (Nan)
Pas tant qu'on traînera dans ses artères
J'arrive en burkini dans une soirée nudiste
J'suis l'maillot de Paris sur le dos d'un sudiste
Ils aiment casser du sucre sur le dos des sunnites (Ouh)
Mais on a le fuego, on le caramélise (Ah)
Big up à Bruxelles, big up à Nice
Ceux qui remontent la A13, ceux qui remontent la A6
C'est ma vie, j'fais mon biff, j'calcule pas les racistes
Tellement fier de poser sur l'album de Médine (De Médine)

La banlieue influence Paname, Paname influence le monde (Influence le monde)
Le 9.3 influence Paname, Paname influence le monde (Influence le monde)
Le Maghreb influence Paname, Paname influence le monde (Influence le monde)
Oui, l'Afrique influence Paname, Paname influence le monde

C'est nous l'Grand Paris (C'est nous l'Grand Paris, c'est nous l'Grand Paris)
C'est nous l'Grand Paris (C'est nous l'Grand Paris, c'est nous l'Grand Paris)
C'est nous l'Grand Paris (C'est nous l'Grand Paris, c'est nous l'Grand Paris)
C'est nous l'Grand Paris (C'est nous l'Grand Paris, c'est nous l'Grand Paris)
",7,"['Lartiste', 'Lino', 'Sofiane', 'Alivor', 'Seth Gueko', 'Ninho', 'Youssoupha']"
2020,"Grand Paris 2 (Ft. Koba LaD, Larry, Oxmo Puccino, Pirate & Rémy)",Médine,"

Wesh Paname (wesh Paname)
C'est nous l'Grand Paris
La banlieue influence Paname (Paname)
C'est nous l'Grand Paris
La banlieue influence le monde
La banlieue influence Paname (influence Paname)
C'est nous l'Grand Paris
Wesh Paname

Le cahier de mes-ri est 3amar (hey), sors un son pour boucler l'année fiscale
La gestu', ça évite les coups de matraque (ah), même en Fefe, le corbillard t'rattrape
On est non-coupables mais pas innocents (nan), 
j'suis un millénial, pas un 1900 (yah)
On est ni ami, ni ennemi, on a que des intérêts ensemble, il me semble (bang, bang)
Paraîtrait qu'l'argent vite gagné (ouh), c'est d'l'argent vite perdu
Frère, on a tous été élevés (ban-ban-bang)sur des montagnes d'ordures
Moi, j'suis prêt à t'couper les pieds (rha, rha) si j'aime pas tes chaussures
Incrustés sur le sol français comme le marbre DZ de la Maison Blanche

Il m'faut du liquide, liquide, liquide, liquide, liquide donc faut écouler la dure en gros
J'sais pas si j'achète l'RS6 ou bien j’vais chez Merco, sortir la 45S, mon pote
Et Paname influence le globe mais c'est le 91 qui influence Paname
Les descentes, les embrouilles de bandes sa mère, la boule au ventre quand t'es devant ton lycée
On peut t'monter en l'air d'vant les yeux d'ta mère (on peut t'monter en l'air d'vant les yeux d'ta mère)
On va peut-être s'arrêter si y a un mort (on va peut-être s'arrêter si y a un mort)
Et même quand tu veux pas, bah, t'es obligé, interdit d'courir, interdit d'balancer
Interdit d'toucher les sœurs et d'sniffer la C, donne à Juicy pour goûter si tu veux détailler
",5,"['Pirate', 'Rémy', 'Oxmo Puccino', 'Larry', 'Koba LaD']"
2022,Grenier à seum,Médine,"

Le prochain qui me parle de développement personnel
J'le monte en l'air, j'en fais une affaire personnelle
Là, j'ai pas envie d'être positif, ni d'faire des stories humoristiques
Ni avec mon équipe, ni avec ma mif'
J'ai juste besoin de m'vider les tripes
J'te préviens tout d'suite, ça sera peut-être un peu électrique
J'fais un truc morbide comme le premier jour des soldes
J'fais l'inventaire de mon grenier à seum
Dans mon grenier à seum, y a ma prof' de compta'
Madame « je sais plus quoi », qui puait d'la gueule comme un gros putois
Celle qui disait en conseil de classe, que j'étais bon en apprentissage
Mais qu'un jour viendra où on m'retrouvera dans un attentat
Aujourd'hui, j'aimerais bien voir la gueule qu'elle fera
Quand elle me verra dans les livres d'histoire de ses terminales (cheh)
Dans mon grenier à seum, y a une élue de la ville
Une conseillère municipale complètement débile
Qui votait les subventions comme si c'était son biff'
Qu'elle finissait par donner à des trucs tout pourris
Aujourd'hui, j'ai toujours pas les clés d'la city
Mais quand on parle du Havre, c'est mon blase en premier qu'est cité
Elle va voir tout flou la vieille en 2026
Quand j'vais devenir le maire d'la municipalité

Faudrait qu'j'fasse un vide-grenier, un vide dressing ou une brocante
J'peux pas tout jeter, tout renier, j'garde en moi le Bataclan
Ça peut servir en cas d'coup dur à passer de sales moments
Moi, j'm'en sers pour les blessures trop profondes pour les pansements

Dans mon grenier à seum, y a une salle de concert
Qui m'a déprogrammé un soir dans le 
Grand Est
C'est vrai qu'ça tombait la même semaine qu'une sale nouvelle
Un connard de Daech avait tiré sur l'marché d'Noël
Le problème, c'est qu'ils m'ont jamais re-booké
Sous pression du RN qui m'avait déjà relooké
Laissant croire que j'avais une proximité avec les idées d'ce connard de meurtrier
Dans mon grenier à seum, y a même une maison d'disques
Qui fait des belles photos avec tous ses artistes
Ce jour là, j'avais sorti mon plus bel outfit
J'avais préparé mon tweet avec le hashtag, ""Nouvelle équipe""
Ça fait trois ans qu'ils ont plus d'réseau
J'ai jamais compris pourquoi, ils ont jamais posté la photo (ouais, j'sais pas)

Faudrait qu'j'fasse un vide-grenier, un vide dressing ou une brocante
J'peux pas tout jeter, tout renier, j'garde en moi le Bataclan
Ça peut servir en cas d'coup dur à passer de sales moments
Moi, j'm'en sers pour les blessures trop profondes pour les pansements
",0,
,Ground Zero,Médine,"
""11 Septembre 2001, New-York, à 8h56. Un avion transformé en bombe volante, vient s'écraser contre l'une des tours du World Trade Center.""
""Pour commencer ce journal, des images qui viennent de nous parvenir. Elles ont été prises d'hélicoptère, au-dessus de l'endroit où se trouvaient les deux tours du World Trade Center ; et où ont eut lieu les deux attentats. Ces deux tours font place maintenant à un vaste cratère.""
""Quelque-chose s'est passé ici au World Trade Center. Nous avons remarqué des flammes et énormément de fumée venant d'une des tours du World Trade Center. C'est tout simplement incroyable...""
""La fumée s'échappe et l'entaille s'étend pratiquement d'un côté à l'autre du building, on voit des flammes sortir...""
""Nous avons vu une boule de feu, et je puis vous assurer que la tour numéro deux semble intacte, du moins de là où on est. Tout à l'air de se passer dans la tour numéro un.""
*Femme pleurant au téléphone*
""On l'a entendu avec Philippe Desset, le milliardaire islamiste Oussama Ben Laden avait menacé récemment de frapper les intérêts américains. On pense même qu'il y a trois semaines il avait annoncé une action de très très forte envergure.""
""Notamment pour évoquer les possibles représailles des Etats-Unis, c'est ce que tout le monde attend maintenant.""
""Même si l'ennemi est encore inconnu, pour George W. Bush il y aura ""l'avant"" et ""l'après"" 11 Septembre 2001. Le président américain a juré, dès hier soir, de venger les milliers de victimes de ces terribles attentats. Il affirmait qu'il ne ferait pas de différence entre les terroristes et ceux qui les protège, au micro de George Bush.""
""Nous avons commencé les recherches pour savoir qui se cache derrière ces actes de meurtriers criminels. Nous traquerons les responsables et nous ne feront aucune distinction entre les terroristes qui ont perpétré ces actions, et ceux qui les protège.""
""Introuvable, peut-être même mort disent certains, Oussama Ben Laden trouve encore le moyen de lutter, à nouveau avec la même arme : la communication. La chaîne du Quatar, Al-Jazeera, diffusé hier soir une nouvelle de ses vidéos.""
""... les combattants étrangers d'Al-Qaïda, retranchés dans les grottes de Tora-Bora...""
",0,
,Guantanamo,Médine,":
Coupable innocent potentielle est la cible
Croiseur d'acier au réfectoire des insensibles
Décode ma rage, reçois mes images
C'est la guerre des nerfs au fin fond du sarcophage
Ténébreuse ma date est en rouge
Crier ""au secours !"" Quand les montagnes bougent
Orange est la couleur des bourreaux
Fantômes et détenus de Guantanamo
:
Enrayé, le cerveau mon barillet
C'est la corde ou gros billet au réfectoire des rhabillés
Souriez, vous faite la première page
C'est sans décodeur que l'on reçoit mes images
Piétine le monde en rangers boueuses
De la TV réalité sur une île ténébreuse
Innocent il y a de quoi être enragé
Du simple paysan au prisonnier orangé
L'ennemi commun sort la tête de son trou
Des hommes qui naissent avec des numéros d'écrou
Étonnante philosophie de l’Église
Il resteront des indigènes qu'ont évangélisent
Les Afghans ne font pas de rêves
Trop loin de Genève,
 
mais la faim sans la grève
Alors on sert violemment leur ceinture
Et celle de leur famille déchirée par nature
Guantanamo, aux yeux du monde entier
Historique impunité de la férocité
Plus de vertu de l'homme qu'étaient les siennes
Mais désire le pouvoir comme les anneaux de Tolkien
Coupable innocent potentielle est la cible
De grands bourreaux qui nous jurent sur la Bible
Et si le mal par le mal n'est pas une erreur
On se retrouvera le jour de l'Heure
",0,
2022,Heureux comme un arabe en France,Médine,"

Je suis heureux

Je suis heureux comme un Arabe en France, j’y ai passé toute mon enfance
Mes parents ont suivi leurs rents-p', pas pour les grandes vacances
Quand j’étais petit, j’avais pas le droit de parler aux étrangers
Aujourd’hui je suis un étranger qui n’a plus le droit de parler
J’ai arrêté de me faire des idées le jour où j’ai vraiment percuté
Que le seul poste à rеsponsabilités que j’aurais c’est celui dе désamianter l’Élysée
Y a pas d'télétravail quand t’es maçon
Les p’tits salaires que nous amassons, c’est la pénibilité des mains sombres
On est mieux diplômés que nos parents mais on est plus pauvres qu’eux
Et quand on a de meilleures compétences, ils disent qu’on double les gens dans la queue
Mes deux grand-mères étaient quasi-analphabètes
Mais elles connaissaient le sens de ce proverbe

Heureux comme un Arabe en France
J'suis heureux comme un Arabe en France
Heureux comme un Arabe en France
J'suis heureux comme un Arabe en France

Je suis heureux en France comme un Arabe, un juif, un Rom, un Asiatique ou un noir
Mais ici, il suffit pas d’être heureux faut encore que les autres ne le soient pas
Putassier dans la mentalité, on se déchire comme la famille Hallyday
Ils pensent qu’on va les coloniser en utilisant comme une arme le taux de natalité
En vrai c’est nous les tâches invisibles, c’est nous les infirmières et les toubibs
C’est nous les éboueurs, les boulangers, bonnes à tout faire et tous les boulots que t’oublies
Les opérateurs en téléphonie, les Deliveroo, les livreurs Uber Eat
Les chauffeurs de bus de nuit en burn-out qui saturent beaucoup plus que sur Doctolib
Mais faut encore que l’on supporte les brimades
Les grimaces et les grimages de primates
Sale bougnoule, sale banania, sale bamboula
J’avoue, j’ai du mal à bien capter le sens de la phrase
",0,
2022,Hier c'est proche,Médine,"

Hier encore, j'avais 20 ans
Je me voyais avec des mocassins à glands
Permis côtier, bateau de plaisance
Et des grosses sommes aux vertus apaisantes
On passe la moitié de sa vie à retenir sans comprendre
Et l’autre moitié à comprendre sans retenir
La vie c'est bizarre mi amigo
La mort nous fait des signes de têtes amicaux
Je voulais devenir vendeur de musc
Blanchir un pеu d'argent chez les rе-fré mus
J’avais truandé quelques PS1
En les pesant au rayon fruits et légumes
On voulait tous devenir dockers
À 30 ans déjà avoir sa maison de maître
Les gars se coinçaient les doigts dans les conteneurs
Pour toucher une rente à vie de la Cotorep
Faut payer les traites, faut payer le cred
Et le train de vie pour les décarrades en boîte
Faut graisser les pattes, faire des dessous de table
Pas de galère je connais une gadji déclarante en douane
Ou étudiante en droit, je sais plus
Tous les corps de métier sont détournés dans la rue
Une nourrice n'en est pas une, ici c'est pas un animal, une mule
",0,
2020,HLM Grand Médine,Médine,"

Hey

Mes 15 ans de combat valent mieux que leurs disques de platine
 (rha)
J'arriverai en berline à mon jugement pour conduite sans permis
 (hi)
C'est toute la France qui est coincée dans un récit dystopique (eh)
Tellement c'est merdique, on s'filme à la caméra d'coloscopie (bang)
HLM, Dakar, Grand Médine (Grand Médine)
, 
j'suis l'fruit d'un crouille et puis d'une blanche (ouh)
Comme le Diable dans la Bible, fabriqué à partir d'un ange
Y a autant d'rappeurs qui écrivent qu'il n'y a d'philosophes qui pensent (hahaha)
Tremper nos pieds dans la même piscine, ça n'veut pas dire qu'on nage ensemble
La France nous prend par les sentiments, nous, c'est par derrière qu'on la prend
On n'ouvre pas la porte du vivre-ensemble avec une clé d'étranglement
Jamais d'la vie j'me ferai la belle, bien avant eux, moi, j'étais là
Si tu mets du porc au rayon halal, j'construis des mosquées sur GTA (aïe, aïe, aïe, aïe)

J'vends mon physique dans une boîte de jeux PS (wouh)
J'indique la route comme la voix du GPS (rha)
Ils disent que l'rap, c'est pas d'la culture française (wouh)
Que ces kelbs se pendent avec leurs propres laisses

C'est ni du Renaud, ni du Brel, ni du Gainsbarre, ni du Ferré
La Marseillaise, même en gospel, ça m'a toujours fait dégueuler
Ton rap soulève aucun débat, t'es bon qu'à soulever les rowing bar
T'as déjà zappé les Rohingyas (ish) : pour toi, les drames, c'est des running gag (yah)
Je veux pas savoir plus que eux, moi, je veux savoir mieux que eux
J'ai de la haine au fond des yeuz, que de la rage dans les muqueuses
Plein de colère, beaucoup d'orgueil envers le pouvoir politique
Y a que quand ils ferment leurs gueules que je les trouve poétiques (chh)
",0,
2013,Home (Ft. Nassi),Médine,"
Home is all I have
Home is on my mind
Always in my head
Africa must survive
Home is all I have
Home is on my mind
Always in my head
Africa must survive
Africa must survive

Lorsqu'on tient l'Afrique par la corne d'ivoire
Elle n'a pas la forme d'un gun mais d'un porte-voix
Le monde, un échiquier où règnent les rois
Où les pions noirs ont toujours un coup de retard
Mais les porteurs d'eau savent aussi gérer les puits
Les écoles s'remplissent même si les cerveaux fuient
Notre histoire est lucide
Le berceau de l'humanité, c'est le tombeau de Lucy
On change une famine en grève de la faim
Si le mendiant opère, c'est pour faire don de la main
Lève les deux poings, Africain fier
Car les endettés d'hier seront les rentiers de demain
Nos lignes de vie rempliront les livres vides
Et détruiront les prisons de Libreville
En Amazigh
 ou 
en Swahili
Tout le monde sait dire ""soyons libres""

Je veux toucher ce rêve auquel je ne peux croire
J'ai rêvé de ces pays où les hommes ont des droits
Mais l'illusion s'achève, à défaut de pouvoir
Tenir les rennes, que s'unissent nos sœurs et nos frères

Home is all I have
Home is on my mind
Always in my head
Africa must survive
Home is all I have
Home is on my mind
Always in my head
Africa must survive
Africa must survive
",1,['Nassi']
,Hotmail,Médine,"Bourré d'anthrax est mon courrier électronique
Venant d'internautes et virtuels éléctron-libres
Microphonique réponse à tout
Depuis qu'ils changent en interrogatoire toutes nos interviews
Viens faire un tour sur les forums de la haine
Où l'on confond Massoud et Oussama Ben laden
Bordel certains se sentent pousser des ailes
Et dégueulent sur ma gueule dans un excès de zèle
Une demi-dizaine d'Emails dans ma mail box
Traitant de décibels et de paradoxes
En tout genre du genre du mineur au majeur
Qui font de mes paroles un problème d'État major
Première question active le mécanisme
Pourquoi dis-tu : pas intégré mais -plus qu'intégriste- ?
Je l'ai lu dans les dernières mesures
Du morceau « ennemis d'état » j'en suis plus que sûr
Réponse : l'erreur se trouve dans le vocabulaire
Car l'intégration souhaiterait nous rendre similaire
Son véritable sens est assimilation
Répression envers les rebelles du troupeau de mouton
Envers les béliers blacks, les béliers barbus
Les brebis bien guidées qui se couvrent d'un tissu
Fichus préjugés qui nous excluent de leurs études
Et suppriment l'appartenance à nos tribus
Le tube cathodique instrument diabolique
Désolé Malek ton S.O.S n'a pas abouti
Si s'intégrer c'est ressembler à Smaïn
Appelez moi l'intégriste et envoyez les aspirines
Refrain :
J'apporterai de l'encre noire à tous vos moulins
J'éclairerai toutes vos lanternes avec mes refrains
C'est la chanson des blogueurs et blogueuses
Accusé de réception pour blagueur et blagueuse
J'apporterai de l'encre noire à tous vos moulins
J'éclairerai toutes vos lanternes avec mes refrains
C'est la chanson des menteurs et menteuses
Accusé de réception pour moqueurs et moqueuses
« Wallah Medine bsahtek ouah j’ai écouté wallah t’as raison
Faut couper toutes les têtes jihad mon frère
Wallah Faut qu’ils payent wallah »
Voici l'idée que tu te fais de mes couplets
Qu'avec un disque de rap des têtes je vais couper
Découper les cous des gens hors du coup
Beaucoup me dégoûtent réduisent ma culture au loukoum
Dis-toi que je comprends très bien l'état d'esprit
Mais penser ainsi c'est donner raison aux ennemis
La meilleure façon de justifier leur parole
C'est d'opter pour la colère de perdre contrôle
Le bon rôle du beur drôle n'est pas le mien
Car la parole sans contrôle ne sert à rien
Le conseil ne dit pas de tendre l'autre joue
Mais de réfléchir avant d'agir tous les autres jours
Si tout est critiquable commence par l'auto-critique
L'Occident n'est pas responsable de ton slip
Délaisse la paille dans l'œil de ton voisin
Et regarde plutôt la poutre qui encombre le tien
",0,
2022,Houri,Médine,"

Les femmes veulent toujours changer les hommes
Et les hommes veulent juste changer de femme
Les houris c’est un peu comme les fantômes, bien peu en ont vu mais beaucoup en parlent
J’ai vu très peu de meufs tenir une arme, un signe d’élégance dans ce monde de fous
Si quelques-unеs savent simuler l’orgasme, tous lеs garçons savent simuler l’amour
Ils pensent qu’ouvrir leurs cœurs, c’est ouvrir leurs braguettes
Moi j’suis pas un des leurs, j’essaie pas de te glisser une disquette
Mais ton père devrait payer l’ISF, pour ta richesse intérieure
T’as dû sûrement tomber tout droit du ciel, et tu t’es retrouvée sur Terre par erreur

T’es ma houri, je t’aime à mourir
T’es ma houri, je t’aime à mourir en théorie
T’es ma houri, je t’aime à mourir
T’es ma houri, je t’aime à mourir en théorie

La femme veut être l’égale de l’homme, elle n’arrivera pas à monter si bas
On confond nos pulsions avec le love, dans le Roi Lion c’est Nala qui a sauvé Simba
J’ai qu’un conseil à donner pour ne pas gâcher son avenir
L’important c’est pas celle avec qui tu veux coucher mais plutôt celle avec qui tu veux dormir
Emmène-la voir le daron, paye la note sans voir le taro
Partagez même la même tombe, comme 
les amoureux de Valdaro
Tes cicatrices, j’en fais des fossettes, 
mon livre de chevet c’est ton livre de recettes
Tous les jaloux me disent que je blasphème, quand je dis que t’es tombée du ciel
",0,
2013,Iceberg,Médine,"
L'iceberg

J'me détache pour mieux remonter le niveau d'l'homme
Cœur de glace, sang de brave, c'est ma ISO norme
J'appelle à l'aide depuis la berge
À mi-chemin entre le mec nice et l'iceberg
Je ne dépasse que de peu au-dessus du niveau de l'eau
Car mon âme est une épave qui lessive ses fautes
J'appelle à l'aide depuis la berge
À mi-chemin entre le mec nice et l'iceberg

Après ""Cactus de Sibérie"", j'suis l'iceberg du Sahara
Barbu symétrique, Nike Air et sang arabe
Invivable, j'suis une contradiction sur pattes
Une âme charitable doublée d'une addiction au rap
J'veux crever en train de prier
Au centre Essalam vers le 30 février
Le quartier fait vriller comme une flèche de Legolas
Dès que tu peux : à vos marques, prêt, feu, décollage
Jamais fasciné par la vie de rue
J'aurais voulu dessiner l'Homme de Vitruve
Moi, j'mens pas, je suis entier, boy
Et j'm'en bats, mon pote Samba m'appelle ""l'Antidote""
À chaque album, en mieux, j'refais le même
Slogan sur la poitrine, pas comme les Femen
Carrière éphémère, les flows se féminisent
Sur la banquise, je suis l'iceberg sous l'effet de serre
",0,
2020,Ignorez l'intro,Médine,"

Tu veux un conseil ? Oublie la politique. Le public se fout complètement de ce que tu penses. Ce qui l'intéresse, c’est toi. Le public se fout de ton avis sur le monde. Je vais te dire un secret. Si tu mets de toi dans tes textes, tu auras beaucoup de succès
. 
Mais faudra vraiment être sûr de toi parce que c'que tu diras sur scène, le public s'еn emparera et s’y connеctera. Les gens s'approprient en tes mots. Ils s'en empareront. Et à partir de ce moment-là, ils s'envoleront pour toujours
Tout un disque dans un track, tout un track dans une phrase
Toute une phrase dans un mot, t'aurais dû ignorer l'intro'
Tout un disque dans un track, tout un track dans une phrase
Toute une phrase dans un mot, t'aurais dû ignorer l’intro’

Viens pour entendre la musique, viens pas pour entendre parler de musique
J'sais pas tout c’que ces MC ont comme soucis, j'viens pour leur remettre les réglages d'usine
Yo, automne, hiver, printemps, été, j'les RT pas, j’les envoie en RTT
Pour moi, changer de flow et d'avis comme de chemise n'est qu'une question de propreté
Allah yarahmo
 sur Pop Smoke (ouh), D.I.O.R dans le AirPod
Tous les quartiers, c'est mes hotspots, synchro comme des choré' de K-Pop
C'est moins dur d'ameuter la foule que de refouler la meute
T'façon, j'en n'ai plus rien à foutre, mort aux vaches, pouvoir au peuple
Si j'change ma haine en électricité, j'crois bien qu'j'pourrais éclairer toute la cité
Chez moi, l'cerveau et le cœur font sablier : quand l'un se remplit, c'est que l'autre est vidé
Everyday, everyday, I'm a Muslim, j'suis d'la soie de Médine, j'suis de la mousseline
Mais j'suis prêt à t'fusiller pour rester libre même si t'es d'la famille comme Mussolini
J'suis le petit d'Kery, j'suis le petit d'Booba car les bons profs font les bons autodidactes
Jamais le crabe du Havre ne marchera droit
, jamais rebeu ne s'ra haineux du renoi
J'veux qu'on m'écoute avant même que je ne parle et pour ça, poto, je ne lâcherai rien
Que Dieu les préserve du venin du cobra et de la colère de l'Algérien

Un moment peut changer un jour, un jour peut changer une vie
Une vie peut changer le world, t'aurais dû ignorer l'intro
Un moment peut changer un jour, un jour peut changer une vie
Une vie peut changer le world, t'aurais dû ignorer l'intro
Beatswitch

Depuis l'époque Global, on a glow up (ouh), ils font leurs albums, j'fais le gros œuvre (bang)
J'fais la ière-pri au fond du pop-up, 
c'est l'retour du rap çais-fran, pop, pop (pop, pop)
Ils prennent la pause avec DG de Major, photobomb, j'fais des double majeurs
Et j'fais des selfies avec leurs stagiaires, c'est moi le frontman, le game changer (ouh)
Mindset Mobb Deep, Hell on Earth (yeah), j'accepte qu'elle dise qu'elle en meurt
Dis pas mon blase près du leur, bientôt, 
j'me barre comme Elon Musk
Le plus difficile, c'est de trouver son public, j'passerais plus sous l'signal du radar médiatique
Ils oublieront sûrement c'que j'leur aurai appris mais n'oublieront jamais c'qu'ils auront ressenti

Ignorez l'intro, ignorez l'intro
Ignorez l'intro, ignorez l'intro
Ignorez l'intro, ignorez l'intro
Ignorez l'intro, ignorez l'intro
",0,
